,Unnamed: 0,comments,hate,microlabel,source,probability,pred
2008,2160,"도쿄에는 일본 각 정부 부처, 천황이 기거하는 고쿄 등이 있다.",0,None,위키피디아,0.1882983,0.0
2009,2161,조현병 또는 정신분열증은 비정상적인 사고와 현실에 대한 인지 및 검증력 이상을 특징으로 하는 정신질환의 일종이다.,0,None,위키피디아,0.48394328,0.0
2010,2162,"특정 사회에 사는 같은 인종 내의 연대, 여러 나라에 퍼진 인종의 연대를 추구하거나, 어떤 국가의 인종국가로의 분할, 인종을 기준으로 한 배타적 이민 등의 방향이 있다.",0,None,위키피디아,0.3207135,0.0
2011,2163,"페르시아 만 주변에 위치한 많은 국가들은 대부분이 산유국이며, 현대 시대에서 중동은 전략, 경제, 정치, 문화, 종교적으로 굉장히 민감한 지역이다.",0,None,위키피디아,0.2689451,0.0
2012,2164,북아시아 전체와 동유럽의 대부분에 11개의 시간대에 걸친 영토가 있다.,0,None,위키피디아,0.21554296,0.0
2013,2165,"그러나 이집트는 현재까지도 정치적 불안정을 거듭하고 있는데, 2011년 아랍의 봄 사태나 지속된 테러 사태, 경제불황 등 지속되는 악재로 인해 사회적으로나 경제적으로나 계속 흔들리고 있는 것이다.",0,None,위키피디아,0.42490909,0.0
2014,2166,"현재의 사우디아라비아는 크게 하자즈, 네지드, 동부 아라비아, 남부 아라비아, 총 이 4개의 지방들로 구성되어 있다.",0,None,위키피디아,0.2161,0.0
2015,2167,백인 내셔널리즘은 백인 우월주의자들 사이에서 완곡어법으로 사용되기도 하기 때문에 많은 언론인들과 분석가들은 이들을 같은 의미로 사용하기도 한다.,0,None,위키피디아,0.34184304,0.0
2016,2168,"그런 요소에는 성적 행동, 성적 욕망, 또는 성적 정체성이 있다.",0,None,위키피디아,0.51611257,1.0
2017,2169,무함마드의 사촌동생이며 사위인 알리를 추종하고 있다.,0,None,위키피디아,0.3984604,0.0
2018,2170,"이는 서로 다른 국적, 문화, 가치관들을 가진 사람들이 19세기에 아메리칸 드림을 기대하며 미국으로 몰려와 모여있는 상태를 설명하기에 유용했기에, 얼마 지나지 않아 사회에서 공공연히 쓰이게 되었다.",0,None,위키피디아,0.24828783,0.0
2019,2171,"1918년부터 1932년까지 대영 제국에 속했으며, 1932년 10월 3일에 대영 제국으로부터 독립하였다.",0,None,위키피디아,0.24128778,0.0
2020,2172,국내실향민이 가장 많은 나라는 수단으로 5백만 명이 넘는다.,0,None,위키피디아,0.21250363,0.0
2021,2173,"대한민국의 제13대 대선 당시 보통 사람임을 강조했는데, 이는 1994년 그가 정치 비자금을 챙긴 것이 당시 총무처 장관 서석재와 당시 국회의원 박계동 등에 의해 연이어 폭로되면서 풍자되었다.",0,None,위키피디아,0.3860708,0.0
2022,2174,그러나 그들은 연방주의의 중간 형태를 주장 할 수도 있다.,0,None,위키피디아,0.29759014,0.0
2023,2175,"하나님은 아브라함계 종교의 유일신을 나타내는 단어이며 종교적 의미로 성공회를 제외한 개신교, 예수 그리스도 후기성도 교회 및 이슬람교에서 그들의 신을 일컫는 데 사용하는 용어이다.",0,None,위키피디아,0.4395209,0.0
2024,2176,"네오나치즘, 네오나치스 또는 신국가사회주의라고도 한다.",0,None,위키피디아,0.6500831,1.0
2025,2177,"1963년에 말레이시아 연방의 일원으로 영국으로부터 독립하였으며, 1965년에 말레이시아 연방 정부와의 다툼 끝에 결국 연방을 탈퇴하여 독립 국가가 되었다.",0,None,위키피디아,0.21520758,0.0
2026,2178,소수의 사회주의적 남성주의자들이 주장하는 바와 다르면서도 유사하다.,0,None,위키피디아,0.3112814,0.0
2027,2179,"일본 제국 때에는 세계의 만방이 모두 천황의 지배하에 있다는 팔굉일우라는 이념이 천황제 파시즘과 황국사관의 근본사상이 되었다. 한편 천황이 국가원수의 지위를 갖느냐와 관련하여서는 헌법에 명시되어 있지 않아서, 국가 원수라고 보는 견해와 반대하는 견해가 대립한다.",0,None,위키피디아,0.5224102,1.0
2028,2180,자유주의 여성주의는 투표권을 획득한 이후 40년간 활동이 없었다. 시민권 운동이 진행되던 1960년대에 자유주의 여성주의자들은 구조적인 인종 차별과 성차별을 비교하였다.,0,None,위키피디아,0.53954643,1.0
2029,2181,"이맘은 기도를 주재하는 사람이고, 예언자의 말의 참된 의미를 전하는 사람이다.",0,None,위키피디아,0.06605425,0.0
2030,2182,"이듬해 대통령직 인수위원회를 통해 정부 조직의 대대적인 통폐합안을 발표하고, '작은 정부, 큰 시장'을 뼈대로 '경제살리기'의 기치를 내걸었다.",0,None,위키피디아,0.25836504,0.0
2031,2183,2021년 현재에는 대한민국과 미국을 포함한 외국에 가서 생활을 하고 있다.,0,None,위키피디아,0.2634577,0.0
2032,2184,이런 행정구역 외에도 그 지역에서 그대로 굳어진 부락이나 강서·강동과 같이 지형지물을 이용한 지역의 구분을 이용하기도 한다.,0,None,위키피디아,0.3490608,0.0
2033,2185,"수도는 트리폴리이며, 공용어는 아랍어이다.",0,None,위키피디아,0.24748895,0.0
2034,2186,그러나 3선 개헌 및 유신헌법 등의 장기 집권을 반대하던 여야 및 학생운동이 일어났다.,0,None,위키피디아,0.42144328,0.0
2035,2187,"디시위키는 2015년 5월 29일 디시인사이드에서 개설한 미디어위키 기반 위키이며, 6월 1일부터 일반 사용자의 편집이 가능해졌다.",0,None,위키피디아,0.11494685,0.0
2036,2188,"무함마드가 632년에 세상을 떠나자, 그의 후계자들은 급격하게 영토를 늘려나갔고 이슬람교를 전 세계로 포교하기 시작하였다.",0,None,위키피디아,0.28910992,0.0
2037,2189,"태화강이 도시를 가로질러 동해로 흐르며, 동해안에 울산항과 방어진항, 온산항이 위치한다.",0,None,위키피디아,0.2891026,0.0
2038,2190,"Misandry라는 말은 ""증오""를 의미하는 그리스어 ""미소스""와 ""남성""을 의미하는 ""안드로스""가 결합된 것이다.",0,None,위키피디아,0.30275744,0.0
2039,2191,"주요 도시로는 하노이, 호찌민시, 다낭, 하이퐁, 호이안, 사파, 후에 등이 있다.",0,None,위키피디아,0.27381355,0.0
2040,2192,급속히 통합되는 현대 세계사회에서 여러 국가의 문화를 자유롭게 접하며 문화의 다양성을 이해하고 수용할 필요가 커지고 있다.,0,None,위키피디아,0.1913973,0.0
2041,2193,"1974년에 장성으로 진급한 그는 신군부의 2인자로 제 9공수특전여단장, 청와대 작전차장보, 보안사령부 사령관 등을 지냈으며, 1980년에는 국가보위입법위원회 비상대책위원과 상임위원을 지냈다.",0,None,위키피디아,0.38420883,0.0
2042,2194,러시아는 군사력은 세계에서 2번째라고 불리우며 국방비 지출도 4번째로 많다.,0,None,위키피디아,0.35144156,0.0
2043,2195,오늘날 대부분의 고대 역사학자들은 예수의 역사적 실존을 인정한다.,0,None,위키피디아,0.1445317,0.0
2044,2196,"환자 또는 병자, 병객은 의료 서비스를 받는 사람을 가리킨다.",0,None,위키피디아,0.3477764,0.0
2045,2197,이신론 또는 자연신론은 18세기 계몽주의시대에 등장한 철학이론이다.,0,None,위키피디아,0.29827526,0.0
2046,2198,"교구 목사, 군종 목사, 담임 목사, 부담임 목사 등에 직함이 있으며 군목, 부목사로 줄여 부르기도 한다.",0,None,위키피디아,0.23804952,0.0
2047,2199,에스파냐의 여왕 이사벨과 아라곤 왕국의 왕 페르난도의 혼인이 1469년에 이루어지기 전에 이베리아 반도에는 4개의 기독교 왕국이 존재했다.,0,None,위키피디아,0.3555925,0.0
2048,2200,이후로도 노동운동가로 활동하다가 3선 국회의원을 역임하였다.,0,None,위키피디아,0.2972368,0.0
2049,2201,전라남도는 대한민국의 서남부에 있는 도이다.,0,None,위키피디아,0.33338878,0.0
2050,2202,기독교는  서양 문명의 발달에 지대한 영향을 끼쳤다.,0,None,위키피디아,0.31837815,0.0
2051,2203,베트남어는 발음 시에 문장이 아니라 단어의 강세에 매우 유의해야 한다.,0,None,위키피디아,0.3057279,0.0
2052,2204,"발칸 반도, 중앙아시아, 터키의 무슬림은 수피 무슬림들이 많다.",0,None,위키피디아,0.38633758,0.0
2053,2205,"콘스탄티누스 1세는 313년에 밀라노 칙령을 내려 로마 제국에서 기독교 신앙이 범죄가 되지 않도록 했고, 325년에는 초기 기독교 세력이 결집하는 계기가 된 제1차 니케아 공의회를 열었다.",0,None,위키피디아,0.49328655,0.0
2054,2206,퀴어에 비해 논쟁이 덜한 용어로 알려져 있다.,0,None,위키피디아,0.38660672,0.0
2055,2207,"특히 학계에서 사용될 때 이는 인종 차별과 구분하려는 의도로 사용되나, 영국에서는 섞어서 사용된다.",0,None,위키피디아,0.21495274,0.0
2056,2208,"퀴어 퍼레이드 또는 프라이드 퍼레이드는 레즈비언, 게이, 양성애자, 트랜스젠더 등 성소수자들이 자긍심을 높이고, 권리를 인정받기 위해 벌이는 행진이다.",0,None,위키피디아,0.41169685,0.0
2057,2209,"무신론은 대부분 비종교적이고 세속주의적이나, 신을 믿지 않는 종교인 자이나교나 불교와 같이 일종의 종교적 믿음의 형태로 발견되는 경우도 있다.",0,None,위키피디아,0.27767086,0.0
2058,2210,다문화 교육 은 다양한 문화적 배경을 가진 학생들에게 공평한 교육적 기회를 제공하는 교육이다.,0,None,위키피디아,0.1381262,0.0
2059,2211,"이후 촛불 시위와 2009년 노무현 전 대통령의 자살 등 잇따라 당이 위기에 놓였으나, 2012년 총선에서 승리하였고 같은 해 치러진 대선에서도 승리하여 여당의 지위를 유지하게 되었다.",0,None,위키피디아,0.3139238,0.0
2060,2212,기본법에서 스스로 민주 국가임을 정의하고 있다.,0,None,위키피디아,0.2541554,0.0
2061,2213,법의 문턱을 낮추기 위한 일환으로 무변촌 지역 주민들을 위해 마을변호사 제도를 신설하여 확대하였다.,0,None,위키피디아,0.3007387,0.0
2062,2214,"2019년 1월 자유한국당에 입당하였고, 2월 27일 전당대회에서 당 대표에 당선되었다.",0,None,위키피디아,0.23939124,0.0
2063,2215,"현재 유럽 여러 국가들은 나치, 인종 차별, 반유대주의에 대해 찬양하여 표현하는 것을 법으로 금지하고 있다.",0,None,위키피디아,0.7490221,1.0
2064,2216,"아유타야 왕국의 시기인 1511년부터는 포르투갈인들과 만나며 유럽과의 교역을 시작하였고, 아유타야 왕국은 15세기 즈음에 전성기를 맞아 지역 강국으로 번성하였다.",0,None,위키피디아,0.407051,0.0
2065,2217,트랜스젠더가 되는 것은 다른 성적 지향을 가지는 것과는 다르다.,0,None,위키피디아,0.06868008,0.0
2066,2218,"메리 울스턴크래프트는 잉글랜드의 작가, 철학자, 여성의 권리 옹호자이다.",0,None,위키피디아,0.22433843,0.0
2067,2219,"러시아는 총 85개의 연방관구로 구성되어 있으며, 러시아의 수도인 모스크바는 2천만 명이 넘는 사람들이 살고 있다.",0,None,위키피디아,0.21234165,0.0
2068,2220,또한 신은 인간의 탄생이나 사후의 운명 등을 결정하는 존재로 여겨지기도 한다.,0,None,위키피디아,0.28721306,0.0
2069,2221,현재까지도 도쿄와 서울에 상호 간의 대사관이 설치되어 있으며 여러 대도시에 총영사관들이 개설되어 있다.,0,None,위키피디아,0.19849785,0.0
2070,2222,"2015년 2월 8일에 새정치민주연합 대표에 선출되었고, 2016년 1월까지 새로 개편된 더불어민주당 대표를 지냈다.",0,None,위키피디아,0.21272615,0.0
2071,2223,국민의힘은 대한민국의 보수정당이다.,0,None,위키피디아,0.34160677,0.0
2072,2224,지구중심설은 지구가 우주의 중심이며 모든 천체가 지구 주위를 돈다는 학설이다.,0,None,위키피디아,0.30379772,0.0
2073,2225,"그러나 전문가들은 그 이유를 유전자, 초기 자궁 내 환경, 또는 그 둘의 조합으로 설명되는 생물학적인 이론에서 찾는다.",0,None,위키피디아,0.20040038,0.0
2074,2226,"향년 38세. 이 둘째딸의 이름은 메리 울스턴크래프트 고드윈이라 하고, 나중에 퍼시 비시 셸리와 결혼하니 그 유명한 소설 『프랑켄슈타인』의 저자 메리 셸리가 그다.",0,None,위키피디아,0.3490977,0.0
2075,2227,대한민국에서 유일하게 바다에 접하지 않은 도이다.,0,None,위키피디아,0.14703722,0.0
2076,2228,"많은 종교는 동성애를 부정적으로 보고 있으며, 동성애 그 자체에 반대하거나 동성간 성교만 극한하여 죄로 보아 금기시하기도 한다.",0,None,위키피디아,0.5155563,1.0
2077,2229,명성교회는 대한민국 서울특별시 강동구 명일동에 위치한 대한예수교장로회 서울동남노회에 소속된 교회이다.,0,None,위키피디아,0.28857046,0.0
2078,2230,이 주장 가운데 일부는 언어의 문법 구조가 그 언어를 구사하는 인간의 사고에 영향을 준다는 사피어-워프 가설과 관련되어 있다.,0,None,위키피디아,0.293788,0.0
2079,2231,"타이 왕국, 약칭 태국은 동남아시아의 말레이 반도와 인도차이나 반도 사이에 걸쳐 있는 국가이다.",0,None,위키피디아,0.22509423,0.0
2080,2232,"특히 유명한 저서는 『여성의 권리 옹호』로 여기서 울스턴크래프트는 여성이 태생적으로 남성에 비해 열등하지 않으며, 교육의 결여로 인해 열등한 것처럼 보이는 것이라고 주장했다.",0,None,위키피디아,0.22918586,0.0
2081,2233,"수도는 하노이이며, 최대 도시는 호찌민시이다.",0,None,위키피디아,0.23299608,0.0
2082,2234,2010년 4월에는 유럽발 재정위기가 발생하면서 또 한 번 세계경제는 대침체에 빠졌다.,0,None,위키피디아,0.37099427,0.0
2083,2235,다만 국토의 4분에 3이 사람이 살기 힘든 불모지이며 자원이 적고 얼어붙은 동토가 대부분이기 때문에 전체 인구의 5분의 4가 유럽과 인접해있는 서부 지방에 몰려 있을 정도로 몰려 살아가고 있다.,0,None,위키피디아,0.36981648,0.0
2084,2236,체육을 좋아하여 육사생도 시절에는 육상부와 럭비부 팀원으로 활약했다.,0,None,위키피디아,0.16802381,0.0
2085,2237,"동쪽은 태평양과 알래스카, 서쪽은 노르웨이, 핀란드, 폴란드, 에스토니아, 라트비아, 리투아니아, 벨라루스와, 남쪽은 조지아, 우크라이나, 아제르바이잔, 카자흐스탄, 중화인민공화국, 몽골, 조선민주주의인민공화국과, 북쪽은 북극해와 접해 있으며 오호츠크 해와 베링 해협, 알래스카주에서 미국, 일본과 해상 국경을 유지하고 있다.",0,None,위키피디아,0.4924604,0.0
2086,2238,"그들은 또한 LGBTQ로 확인된 병사들이 직면하고 있는 일상적인 차별, 폭력, 그리고 그들의 복무 금지에 대한 찬반 논쟁에 대해서도 조명했다.",0,None,위키피디아,0.3053879,0.0
2087,2239,"대한민국에서 말하는 '기독교', '교회'는 일반적으로 '개신교'를 가리킨다.",0,None,위키피디아,0.3181722,0.0
2088,2240,"오늘날에는 영국과 영연방, 북미의 국가를 중심으로 공식 언어뿐만 아니라 그 외 지역에서는 제2언어로 활용한다.",0,None,위키피디아,0.14786208,0.0
2089,2241,성 차별은 성이 다르다는 이유로 차별하는 것을 의미한다.,0,None,위키피디아,0.39966923,0.0
2090,2242,지방은 대사될 때 그램 상 약 9 kcal의 열량을 방출한다.,0,None,위키피디아,0.30858234,0.0
2091,2243,2010년 싱가포르의 경제 성장률은 15%로 아시아에서 가장 높았다.,0,None,위키피디아,0.22083955,0.0
2092,2244,"스페인어를 공용어로 사용하며, 수도는 카라카스이다.",0,None,위키피디아,0.21166009,0.0
2093,2245,"그러나 2006년 지방선거에서 압승하였고, 이후 2007년 대선에서 압도적으로 승리하면서 다시 여당으로 자리잡았으며, 2008년 총선 때도 압승을 거두어 여대야소 정국을 형성하였다.",0,None,위키피디아,0.34797955,0.0
2094,2246,줄인 말로 일어라고도 한다.,0,None,위키피디아,0.06590143,0.0
2095,2247,"히스패닉은 중남미 인디언들이나 흑인들과 섞이면서 많이 달라졌고, 미국에 이주하면서도 또 다른 독특한 문화를 형성해가고 있다.",0,None,위키피디아,0.3191195,0.0
2096,2248,"18세기 초부터 서서히 영국 동인도 회사의 관리하에 들어가기 시작했으며, 19세기 중반 영국의 직접적인 지배를 받게 되었지만, 간디에 의해 주도된 비폭력주의 독립 운동 덕분에 1947년 독립을 하게 된다.",0,None,위키피디아,0.4892774,0.0
2097,2249,양국은 서로 가까운 거리에 위치하고 있어 비교적 교통이 발달하였다.,0,None,위키피디아,0.14238755,0.0
2098,2250,교토는 일본의 역사적인 도시다.,0,None,위키피디아,0.23886825,0.0
2099,2251,"화이트 내셔널리즘 혹은 백인 민족주의는 백인이라는 인종적 실체에 대한 믿음에 기반하여, 이를 개발하고 유지하고자 하는 국민 정체성 중 하나이다.",0,None,위키피디아,0.29025456,0.0
2100,2252,대한민국의 트랜스젠더들은 법적 한계와 차별을 마주하며 살아간다.,0,None,위키피디아,0.102845624,0.0
2101,2253,"천주교회를 비롯해 동방 정교회, 성공회, 구 가톨릭교회, 북유럽의 루터교에서 사목하며, 사제가 행사하는 직권을 신권이라고도 한다.",0,None,위키피디아,0.45528767,0.0
2102,2254,불가지론의 원래의 의미는 절대적이며 완벽한 진실이 존재한다는 관점을 갖고 있는 교조주의의 반대 개념이다.,0,None,위키피디아,0.20183472,0.0
2103,2255,세계에서 이주대상국으로 인기가 많은 나라이며 2020년에는 국제 송금 서비스를 다루는 remitly 에서 조사한 가장 이주하고 싶은 국가 순위에서 캐나다에 이어 2위를 차지했고 US news & world report 또한 가장 살기좋은 나라로 캐나다에 이어 일본을 2위로 선정했다.,0,None,위키피디아,0.29632762,0.0
2104,2256,"태국은 입헌군주정이며, 기본적으로 의회민주주의를 채택하고 있다.",0,None,위키피디아,0.39218166,0.0
2105,2257,"다만 현재의 미국은 다양한 문화들이 서로 섞여 조화를 이루되 각자의 문화를 보존하는 '샐러드 그릇' 이론에 더 가까운 정책을 펼치고 있고, 세계적인 추세도 각자의 문화를 인정해주며 공존하는 방향으로 향하고 있기에, 용광로 이론을 현대 사회에 그대로 적용하기에는 무리가 있다.",0,None,위키피디아,0.3383169,0.0
2106,2258,"전두환 정권은 이후 1982년 한국프로야구를 창설하고 야간통행금지 조치를 해제하였으며, 학원 두발/복장 자율화 정책을 시도하고 서울지하철 2, 3, 4호선 등의 선진국형 국토개발에 주력하여 신군부에 반발하는 세력을 유화시킴과 동시에 국가의 문화 산업 발전과 국민 생활의 질적 향상을 위한 정책을 펼쳤다.",0,None,위키피디아,0.66745436,1.0
2107,2259,"또한 대한민국 국군은 대한민국 육군, 대한민국 해군, 대한민국 공군, 대한민국 해병대로 구성되어 있다.",0,None,위키피디아,0.23942377,0.0
2108,2260,"또 이정희, 유시민 등과 통합진보당을 창당하여 통합진보당의 공동대표를 지냈으나 부정 경선 사건이 발생한 이후 통합진보당을 탈당해 정의당의 창당에 참여했다.",0,None,위키피디아,0.31619123,0.0
2109,2261,위 통계표는 대한민국만을 통계하는 자료이다.,0,None,위키피디아,0.20122418,0.0
2110,2262,"허나 왕국도 점차 쇠퇴하기 시작했고, 결국 1767년에 버마-태국 전쟁으로 멸망하였다.",0,None,위키피디아,0.3990801,0.0
2111,2263,"그러나 더 최근에 미국에서 ""Don't ask, don't tell""에 관한 2010년 공청회가 이 문제를 국제적인 관심의 중심으로 이끌었다.",0,None,위키피디아,0.20441365,0.0
2112,2264,물론 젠더퀴어에 대한 연구도 포함한다.,0,None,위키피디아,0.065399386,0.0
2113,2265,"많은 국가가 3월을 봄의 시작으로 여김에 따라, 세계 여성의 날은 봄철의 첫 번째 축제로 치러지기도 한다.",0,None,위키피디아,0.19931133,0.0
2114,2266,"비록 일본은 헌법에 따라 군대 및 교전권을 포기하였으나 국토의 방위와 평화, 질서 유지를 위해 만들어진 자위대는 현대적이고 강력한 군사력을 유지하고 있다.",0,None,위키피디아,0.36441308,0.0
2115,2267,"분만과 같은 뜻으로 쓰이는 출산이라는 말은 일본어투 생활 용어로, 국립국어원은 출산을 '해산'으로 순화해 쓰도록 권장하고 있다.",0,None,위키피디아,0.32927448,0.0
2116,2268,신은 신성하거나 성스러운 것으로 간주되는 자연적 혹은 초자연적 존재이다.,0,None,위키피디아,0.38365048,0.0
2117,2269,"무슬림이 이슬람 경전 '꾸란' 다음으로 중요시하는 예언자 무함마드의 언행록 하디스에 ""오직 알라만이 불로 심판할 수 있다""는 내용이 있어 이슬람권에선 장례 때도 화장을 금지한다.",0,None,위키피디아,0.50512534,1.0
2118,2270,포항시는 대한민국 경상북도 동해안에 있는 시이다. 시의 중심으로 흐르는 형산강이 영일만에 유입되면서 넓은 충적평야를 형성하고 있다.,0,None,위키피디아,0.35693884,0.0
2119,2271,"게다가 반미적 입장, 편협한 국수주의, 친북적 정책으로 인한 외교적 모순으로 국제사회에서 신뢰를 잃었다는 분석도 존재한다.",0,None,위키피디아,0.38247183,0.0
2120,2272,"1975년 북베트남은 사이공을 점령하였고, 1976년 7월 2일 베트남 사회주의 공화국을 수립하였다.",0,None,위키피디아,0.5312983,1.0
2121,2273,신부는 갓 결혼하였거나 결혼하는 여자를 말한다.,0,None,위키피디아,0.4001501,0.0
2122,2274,그러나 21대 총선 참패의 책임을 지고 당 대표직을 비롯한 모든 당직에서 사퇴했다.,0,None,위키피디아,0.15795974,0.0
2123,2275,부모의 육아 방식이나 유아 때의 경험이 성적 지향에 영향을 준다는 충분한 근거는 존재하지 않는다.,0,None,위키피디아,0.1841607,0.0
2124,2276,신학대학원의 전문적 신학교육을 이수한 후에 훈련을 거쳐 목사직의 안수를 받는다.,0,None,위키피디아,0.14667094,0.0
2125,2277,"이러한 명칭은 오랜 시간을 통해 정착되었으므로, 일정한 사회적인 규약처럼 굳어져 그대로 사용되고 있다.",0,None,위키피디아,0.14210595,0.0
2126,2278,"또한, 10월경에 원평동의 문화로를 중심으로 문화로 거리축제가 열린다.",0,None,위키피디아,0.10983125,0.0
2127,2279,불교는 그가 펼친 가르침이자 또한 진리를 깨달아 부처가 될 것을 가르치는 종교이다.,0,None,위키피디아,0.24233595,0.0
2128,2280,북한이탈주민 또는 탈북민 탈북자 조선민주주의인민공화국에서 자신의 나라에서 이탈하여 대한민국 또는 제 3국으로 망명한 난민을 가리킨다.,0,None,위키피디아,0.42005098,0.0
2129,2281,임신 중기 이후에 생긴 우울증은 아기를 낳은 후에도 6개월 정도 계속된다.,0,None,위키피디아,0.3658641,0.0
2130,2282,"사우디아라비아의 영토 대부분은 건조한 사막지대와 산맥들로 구성되어 있으며, 2018년 10월에 조사된 결과에 의하면 사우디아라비아의 경제는 중동에서는 가장 거대하고 세계에서도 18위권에 드는 규모이다.",0,None,위키피디아,0.34279007,0.0
2131,2283,"도청 소재지는 무안군 삼향읍의 남악신도시이며, 순천시에 동부지역본부가 설치되어 있다.",0,None,위키피디아,0.18070076,0.0
2132,2284,"또한 대부분의 유권자들이 이 지역주의에 이끌려서 투표하는 경향이 있으며, 이 때문에 지역주의를 '망국적인 고질병'이라고 주장하는 경우도 있다.",0,None,위키피디아,0.35979143,0.0
2133,2285,"어디까지가 중동이라는 정확한 경계선은 없지만 중동이라는 말은 보통 근동이라는 말과 동의어로 쓰이며, 극동이라는 말과는 대비되는 의미를 가진다.",0,None,위키피디아,0.20668378,0.0
2134,2286,신부라는 호칭은 Fr.로 표시한다.,0,None,위키피디아,0.171593,0.0
2135,2287,5·17 비상계엄 확대조치와 12·12 군사 반란 등에 가담했다.,0,None,위키피디아,0.35737947,0.0
2136,2288,오사카부를 중심으로 하는 오사카 도시권을 게이한신 혹은 긴키지방이라 부른다.,0,None,위키피디아,0.23889934,0.0
2137,2289,수도원 또는 승원은 수도자가 공동생활을 하면서 수행하는 곳이다.,0,None,위키피디아,0.20711555,0.0
2138,2290,5월 혁명 이후의 프랑스와 미국을 시작으로 결혼이 남자들에게 의무와 억압의 굴레라는 비판 여론이 나타나면서 동거혼과 자유 연애 등 다양한 형태의 가족이 등장하였다.,0,None,위키피디아,0.6364441,1.0
2139,2291,중화민국으로 양분된 관계의 타이완인도 포함시킬 경우 중화민족이라는 말이 사용되기도 한다.,0,None,위키피디아,0.2627507,0.0
2140,2292,"행정 구역 상으로는 도쿄도에 속하지만, 도쿄도는 다마 지역이나 이즈 제도, 오가사와라 제도의 넓은 지역을 포함하고 있어서 도시라는 뜻의 ""도쿄""와는 그 의미가 조금 다르다.",0,None,위키피디아,0.2082706,0.0
2141,2293,"북쪽으로는 지중해와 접해 있고, 동쪽으로는 이집트, 서쪽으로는 알제리, 동남쪽으로는 수단, 남쪽으로는 차드, 남서쪽으로는 니제르와 접경한다.",0,None,위키피디아,0.32830715,0.0
2142,2294,"황교안은 대한민국의 법조인, 정치인이다.",0,None,위키피디아,0.22337784,0.0
2143,2295,"국가 면적은 세계에서 일곱 번째로 넓으며, 인구는 약 13억 8천만명으로 중화인민공화국에 이어 세계에서 두 번째로 많다.",0,None,위키피디아,0.22949275,0.0
2144,2296,아라비아반도는 아시아와 아프리카를 잇는 서아시아의 사막으로 이루어진 반도로 중동의 중심을 이룬다.,0,None,위키피디아,0.39920932,0.0
2145,2297,"제17기 중국공산당 중앙정치국 상무위원회 위원, 중국공산당 중앙서기처 제1서기, 중국공산당 중앙군사위원회 부주석, 중국공산당 중앙당교 교장으로 2007년 17기 1중 전회에서 권력 서열 6위로 올랐으며, 2008년 3월부터 중화인민공화국의 부주석이 되었다.",0,None,위키피디아,0.5168979,1.0
2146,2298,일제가 패망하고 1946년 7월에 귀국하여 대한민국 국군 장교를 지내던 중 형인 박상희가 경찰에게 사살되자 이재복의 권유로 남조선로동당에 입당하여 활동하였다가 김창룡이 주도한 숙군에서 여수·순천 사건 연루 혐의로 체포되어 사형을 선고받았다.,0,None,위키피디아,0.5668106,1.0
2147,2299,1998년 4월 항소심서 벌금 400만 원 형이 선고되자 대법원에 상고했다.,0,None,위키피디아,0.12528892,0.0
2148,2300,1987년 6월 민주 항쟁 이후에는 통일민주당의 상임고문으로 활동하며 민주화추진협의회를 구성해 이른바 민주 진영을 구축하였다.,0,None,위키피디아,0.36926454,0.0
2149,2301,광주광역시는 대한민국의 남서부에 있는 광역시이다.,0,None,위키피디아,0.28942832,0.0
2150,2302,이러한 반일 감정은 러일 전쟁과 제2차 세계 대전 이후부터 일본의 식민 지배하에 있었거나 대립되었던 국가들에서 주로 나타나고 있다.,0,None,위키피디아,0.4561895,0.0
2151,2303,"교황직은 세계에서 가장 오래된 직책 가운데 하나이며, 세계 역사에서 중요한 요소 가운데 하나이기도 하다.",0,None,위키피디아,0.12867612,0.0
2152,2304,"사용되는 매체는 회화와 같은 전통적인 미술 형식부터 행위 예술, 개념 예술, 바디 아트, 크래프티비즘, 비디오, 영화와 같은 비전통적인 방식까지로 다양하다.",0,None,위키피디아,0.30144197,0.0
2153,2305,급식은 특정 다수에 대해 전문시설을 이용하여 조직적 · 지속적으로 식사를 제공하는 것을 의미한다.,0,None,위키피디아,0.31755883,0.0
2154,2306,"부산광역시 부도심의 하나로 해운대해수욕장과 광안리해수욕장을 비롯하여 동백섬, 영화의전당, 달맞이고개, 해운대온천, 오륙도, UN기념공원, 수영사적공원, 광안대교 등의 부산의 상징들과 유명 관광지가 있고 호텔, 식당가, 영화관 및 쇼핑몰 등 위락 시설이 많으며 해운대 신시가지와 마린시티에는 대규모 주거단지가 있다. 해운대해수욕장, 광안리해수욕장, 벡스코, 누리마루 등이 있어서 국내외 많은 관광객이 찾고 있다.",0,None,위키피디아,0.5529843,1.0
2155,2307,법무부 장관으로 재직 중 이석기 내란 선동 사건 수사와 통합진보당 해산 과정에서 주도적인 역할을 하였다.,0,None,위키피디아,0.40110564,0.0
2156,2308,"장애인은 신체적, 정신적 손상 등으로 인한 사회적 차별로 인해 일상생활에 제약을 받는 사람이다.",0,None,위키피디아,0.3957311,0.0
2157,2309,2016년 11월 박근혜 대통령 탄핵 국면 시기 상임고문으로 활동했다.,0,None,위키피디아,0.2304963,0.0
2158,2310,"농촌은 도시 밖에 위치한 지역으로, 농목업적 생산을 토대로 하는 촌락으로 전업농가 외에 겸업농가와 비농가도 포함되어 있다.",0,None,위키피디아,0.35187423,0.0
